cliente_id,churn,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma
4445,1,29,Feminino,Nordeste,Mensal,Débito Automático,Básico,20.9,25,25,0,0,2,40.9,TV,Esportes,,3.0,2.5
4446,0,28,Masculino,Sudeste,Mensal,Pix,Básico,20.9,6,14,0,1,26,8.2,Mobile,Séries,2.5,4.5,3.5
4447,0,35,,Sudeste,Mensal,Débito Automático,Padrão,44.9,9,7,0,2,27,26.5,Mobile,Infantil,4.5,,3.0
4448,1,41,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,4,7,1,0,1,23.6,Mobile,Séries,3.5,3.5,
4449,0,45,Feminino,Sul,Anual,Crédito Recorrente,Básico,18.9,1,7,0,1,20,16.4,TV,Documentários,2.5,,2.5
4450,0,26,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,11,1,0,1,9,5.9,TV,Séries,,3.5,4.5
4451,0,39,Feminino,Sudeste,Mensal,Boleto,Padrão,44.9,16,5,0,1,8,38.8,Mobile,Novelas,,3.5,
4452,1,27,Masculino,Sudeste,Mensal,Boleto,Premium,59.9,0,14,0,1,34,35.6,Mobile,Esportes,,4.0,
4453,0,30,Feminino,Sul,Mensal,Débito,Premium,59.9,13,5,1,0,5,20.3,Mobile,Infantil,4.0,,3.5
4454,1,32,Feminino,Sul,Mensal,Crédito Recorrente,Padrão,44.9,1,3,0,1,1,27.1,Tablet,Séries,3.0,4.0,3.5
4455,0,24,,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,8,7,0,7,1,28.4,Desktop,Séries,3.5,4.0,
4456,1,25,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,20,6,0,2,15,14.9,Desktop,Filmes,4.5,3.5,
4457,0,45,Feminino,Sudeste,Mensal,Boleto,Padrão,44.9,20,6,0,0,18,20.9,Mobile,Séries,3.5,3.5,3.5
4458,0,29,Feminino,Nordeste,Mensal,Débito Automático,Premium,59.9,14,4,0,1,3,24.9,Mobile,Novelas,,4.0,4.0
4459,0,36,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,2,8,0,1,16,37.2,TV,Novelas,4.0,5.0,3.0
4460,0,25,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,6,7,0,2,35,34.1,Tablet,Documentários,5.0,,2.5
4461,1,54,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,1,16,0,0,24,41.0,Tablet,Filmes,2.0,2.0,3.5
4462,0,29,Feminino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,4,4,0,1,19,35.9,Mobile,Séries,,3.0,5.0
4463,0,27,Masculino,Sudeste,Mensal,Pix,Premium,59.9,21,7,0,0,44,40.9,Mobile,Séries,4.0,3.5,4.0
4464,1,52,Outros,Norte,Anual,Crédito Recorrente,Premium,48.9,12,10,0,1,3,5.0,TV,Novelas,4.5,,3.0
4465,1,37,Feminino,Sul,Anual,Crédito Recorrente,Premium,48.9,22,8,0,2,20,28.6,Mobile,Novelas,,2.0,4.0
4466,1,32,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,26,8,0,2,37,47.5,Mobile,Filmes,3.5,4.0,
4467,1,25,Feminino,Sudeste,Mensal,Boleto,Básico,20.9,1,13,0,2,8,26.0,Desktop,Documentários,3.0,,3.5
4468,0,32,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,15,4,0,5,16,18.1,Desktop,Infantil,4.5,,4.0
4469,0,30,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,13,9,0,0,16,22.5,Tablet,Filmes,3.5,2.0,
4470,0,29,Masculino,Norte,Anual,Crédito Recorrente,Premium,48.9,2,2,0,0,36,29.5,Desktop,Séries,4.0,3.5,
4471,0,38,Masculino,Nordeste,Mensal,Pix,Básico,20.9,9,6,0,1,46,29.3,Mobile,Infantil,3.0,,
4472,0,22,,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,34,15,0,0,48,43.7,Mobile,Filmes,4.0,3.0,3.0
4473,0,27,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,44.9,19,7,1,17,1,19.3,TV,Filmes,,3.5,
4474,1,23,Feminino,Nordeste,Mensal,Pix,Básico,20.9,2,4,0,3,19,20.4,Mobile,Filmes,1.5,3.0,
4475,0,33,Masculino,Sudeste,Mensal,Pix,Premium,59.9,2,8,0,1,5,18.5,TV,Esportes,,3.5,4.0
4476,0,26,Feminino,Nordeste,Mensal,Débito Automático,Padrão,44.9,10,9,0,0,31,50.2,Mobile,Infantil,4.0,,
4477,0,40,Masculino,Nordeste,Mensal,Pix,Básico,20.9,14,7,0,0,8,13.0,TV,Filmes,,,5.0
4478,1,74,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,1,4,0,0,5,28.2,Tablet,Séries,4.0,3.5,
4479,0,33,Masculino,Sudeste,Mensal,Boleto,Premium,59.9,5,15,0,0,16,33.5,Desktop,Séries,4.5,3.0,
4480,0,43,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,33,12,0,2,3,25.0,TV,Séries,4.5,,
4481,1,28,Feminino,Sul,Mensal,Pix,Premium,59.9,13,11,0,0,42,27.4,Mobile,Filmes,4.0,3.5,4.5
4482,1,30,Masculino,Sul,Mensal,Débito Automático,Premium,59.9,19,6,0,4,52,24.0,Mobile,Filmes,,3.0,4.0
4483,0,41,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,30,2,0,3,1,26.2,TV,Filmes,5.0,,3.0
4484,1,22,Masculino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,33,3,1,9,24,26.3,Desktop,Infantil,3.5,,3.5
4485,0,27,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,1,8,0,0,61,37.0,TV,Séries,3.5,3.5,4.5
4486,0,54,Feminino,Nordeste,Mensal,Pix,Padrão,44.9,8,12,0,0,4,23.1,Mobile,Novelas,4.0,3.5,1.0
4487,0,31,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,18,3,0,5,26,28.0,TV,Séries,3.0,4.0,3.5
4488,0,58,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,29,7,1,2,35,5.0,TV,Novelas,4.0,,4.5
4489,1,36,Masculino,Nordeste,Mensal,Pix,Básico,20.9,4,4,0,2,4,10.4,Tablet,Esportes,4.0,3.5,
4490,1,52,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,0,6,0,2,4,16.1,TV,Novelas,,4.0,
4491,0,29,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,2,1,0,0,3,22.0,Tablet,Filmes,3.0,5.0,
4492,0,81,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,9,7,1,3,50,30.3,Desktop,Séries,,3.0,
4493,0,25,Feminino,Centro-Oeste,Mensal,Pix,Premium,59.9,2,1,0,0,22,14.2,Desktop,Filmes,2.0,3.5,2.0
4494,1,40,Feminino,Sudeste,Mensal,Pix,Padrão,44.9,10,8,1,4,27,26.2,Desktop,Infantil,4.0,,
4495,1,27,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,24,7,0,7,1,12.5,Mobile,Documentários,3.0,,4.0
4496,1,50,Feminino,Sul,Mensal,Débito Automático,Premium,59.9,5,2,0,4,36,56.7,TV,Filmes,,3.5,
4497,0,86,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,0,4,0,0,14,12.3,Desktop,Documentários,2.0,5.0,3.5
4498,0,48,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,12,11,1,4,22,34.4,Mobile,Séries,4.5,3.0,
4499,0,25,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,1,4,0,0,39,20.2,Desktop,Séries,3.0,2.0,
4500,1,31,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,19,5,0,2,1,19.6,Desktop,Documentários,,3.5,
4501,1,37,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,20.9,18,8,1,0,24,26.7,TV,Séries,,4.0,4.0
4502,0,18,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,48.9,8,2,0,3,28,46.1,Mobile,Esportes,2.5,4.5,4.5
4503,0,43,Feminino,Sul,Mensal,Boleto,Premium,59.9,8,6,0,3,13,17.5,Mobile,Novelas,3.0,,
4504,0,44,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,44.9,13,13,0,3,17,8.6,TV,Novelas,3.0,4.5,5.0
4505,0,67,Masculino,Sul,Anual,Crédito Recorrente,Básico,18.9,0,5,1,0,26,16.4,TV,Novelas,3.0,3.5,3.5
4506,0,38,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,8,11,0,3,25,17.4,TV,Filmes,5.0,3.5,2.5
4507,0,49,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,1,4,0,0,32,42.0,Mobile,Séries,1.0,,4.0
4508,0,35,Masculino,Sudeste,Mensal,Pix,Premium,59.9,6,8,0,0,39,42.3,Mobile,Infantil,4.5,4.0,3.0
4509,0,72,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,19,12,1,0,28,15.1,TV,Novelas,,3.5,
4510,0,26,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,34,4,0,1,50,29.9,Mobile,Novelas,4.0,4.5,3.5
4511,0,36,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,44.9,13,8,0,1,17,29.7,Mobile,Séries,,5.0,3.5
4512,1,39,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,5,4,1,2,19,28.6,Desktop,Documentários,4.5,4.0,2.5
4513,0,29,Feminino,Nordeste,Mensal,Boleto,Básico,20.9,9,7,0,2,3,40.7,Desktop,Séries,3.5,4.0,
4514,1,35,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,20.9,13,3,0,2,20,17.3,Mobile,Séries,3.5,4.5,2.5
4515,0,31,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,7,5,0,6,4,16.7,TV,Esportes,,4.0,
4516,0,24,Masculino,Sudeste,Mensal,Pix,Básico,20.9,6,3,0,0,8,36.4,Mobile,Filmes,3.0,3.5,
4517,1,54,,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,2,18,0,0,8,5.0,TV,Séries,,3.0,3.5
4518,0,31,Masculino,Nordeste,Mensal,Boleto,Padrão,44.9,1,2,1,1,5,20.2,Mobile,Filmes,4.0,,1.5
4519,1,31,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,1,7,0,1,6,14.7,Desktop,Novelas,,,
4520,1,19,,Sul,Mensal,Crédito Recorrente,Padrão,44.9,7,9,0,1,22,25.6,TV,Séries,4.0,,1.5
4521,0,33,Feminino,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,0,19,0,4,56,42.5,TV,Infantil,4.5,,
4522,1,38,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,7,4,0,3,10,11.5,Desktop,Séries,4.5,4.0,5.0
4523,0,69,Masculino,Sul,Mensal,Débito Automático,Padrão,44.9,7,7,0,1,1,19.3,TV,Infantil,4.0,5.0,
4524,1,47,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,30,9,0,0,26,41.8,Desktop,Filmes,,4.5,3.5
4525,0,31,Feminino,Sudeste,Mensal,Débito Automático,Premium,59.9,13,2,0,0,51,19.0,Tablet,Filmes,,4.5,
4526,0,36,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,18,0,0,3,15,37.1,TV,Séries,4.5,5.0,
4527,1,26,Masculino,Sul,Mensal,Cartão de Crédito,Básico,20.9,3,9,0,0,7,16.5,TV,Infantil,5.0,4.0,3.5
4528,0,31,Masculino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,34,5,0,1,20,5.5,Desktop,Infantil,4.5,2.5,4.0
4529,1,50,Masculino,Nordeste,Mensal,Débito Automático,Padrão,44.9,0,12,0,1,4,25.6,TV,Séries,3.5,,
4530,1,36,,Centro-Oeste,Mensal,Boleto,Padrão,44.9,1,6,1,1,22,38.8,TV,Infantil,,,5.0
4531,0,35,,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,30,6,0,1,1,24.7,Tablet,Novelas,,3.5,4.0
4532,1,28,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,6,10,0,0,13,16.5,Mobile,Séries,,5.0,1.5
4533,0,40,Feminino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,34,6,0,1,8,25.0,Tablet,Esportes,2.5,4.0,
4534,0,39,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,24,9,0,1,31,20.5,Mobile,Séries,1.0,,
4535,0,40,Masculino,Sudeste,Mensal,Pix,Premium,59.9,24,5,0,3,22,31.3,Mobile,Séries,4.5,3.0,1.0
4536,0,36,Feminino,Sudeste,Mensal,Débito,Premium,59.9,33,5,0,0,12,19.9,TV,Novelas,,,
4537,0,50,Masculino,Nordeste,Mensal,Pix,Premium,59.9,30,2,0,1,53,29.0,TV,Esportes,3.0,,2.0
4538,1,46,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,35,11,0,1,19,25.0,Tablet,Documentários,2.0,3.5,3.5
4539,0,41,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,2,12,0,1,55,36.4,Tablet,Infantil,4.5,4.5,5.0
4540,1,24,Feminino,Sul,Mensal,Crédito Recorrente,Básico,20.9,18,8,0,5,14,19.5,TV,Filmes,3.5,,
4541,1,29,Feminino,Centro-Oeste,Mensal,Pix,Básico,20.9,0,7,1,5,8,19.4,TV,Esportes,,2.5,
4542,0,24,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,33,3,0,0,27,28.4,Mobile,Séries,,3.5,4.5
4543,0,82,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Padrão,38.9,14,9,1,3,21,42.7,TV,Documentários,3.5,3.0,4.5
4544,0,30,Masculino,Sul,Anual,Crédito Recorrente,Padrão,38.9,0,7,0,1,18,29.1,TV,Infantil,,2.5,3.5
4545,0,33,Feminino,Nordeste,Mensal,Crédito Recorrente,Premium,59.9,13,23,1,12,31,33.2,Mobile,Filmes,5.0,4.0,
4546,0,46,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,0,2,0,0,25,23.2,Mobile,Documentários,,,4.0
4547,0,40,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,5,4,1,2,46,33.2,Desktop,Novelas,4.0,,4.0
4548,0,39,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,13,4,0,3,20,34.6,Desktop,Novelas,4.5,4.5,3.5
4549,0,28,Feminino,Sudeste,Mensal,Débito,Padrão,44.9,15,7,0,0,13,25.2,Desktop,Documentários,4.0,5.0,4.5
4550,0,33,Feminino,Nordeste,Mensal,Boleto,Padrão,44.9,5,7,0,1,32,47.0,TV,Esportes,3.0,4.0,
4551,0,31,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,0,9,0,1,35,41.5,Desktop,Séries,3.0,,4.0
4552,0,50,Masculino,Nordeste,Mensal,Cartão de Crédito,Premium,59.9,23,13,1,0,16,38.8,Desktop,Infantil,2.5,4.0,5.0
4553,0,26,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,1,2,0,16,11,32.3,TV,Filmes,5.0,,
4554,1,29,Feminino,Sudeste,Mensal,Débito Automático,Padrão,44.9,9,9,0,1,28,34.2,Mobile,Documentários,4.5,,3.0
4555,1,32,Masculino,Sul,Mensal,Débito Automático,Padrão,44.9,11,5,0,0,35,23.3,Mobile,Filmes,5.0,2.5,
4556,0,50,Feminino,Sudeste,Mensal,Boleto,Básico,20.9,0,4,1,2,53,41.0,TV,Séries,4.0,3.5,
4557,0,42,Masculino,Sul,Anual,Crédito Recorrente,Premium,48.9,14,11,0,7,43,20.4,Desktop,Infantil,3.5,3.5,4.5
4558,0,32,Masculino,Sudeste,Mensal,Débito,Premium,59.9,5,10,0,1,20,25.7,Tablet,Séries,3.0,,
4559,0,32,,Nordeste,Mensal,Pix,Padrão,44.9,2,13,0,3,7,30.4,Tablet,Séries,,4.0,4.0
4560,0,27,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,14,14,0,1,19,19.7,Mobile,Séries,4.0,3.0,
4561,0,39,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,4,4,0,2,17,33.0,TV,Séries,4.0,2.5,
4562,1,47,Masculino,Sudeste,Mensal,Pix,Premium,59.9,19,11,0,0,10,29.4,Desktop,Esportes,3.5,4.5,2.0
4563,0,27,Masculino,Sul,Mensal,Cartão de Crédito,Padrão,44.9,1,7,0,0,12,17.6,Mobile,Esportes,3.5,,
4564,0,31,Masculino,Sul,Anual,Crédito Recorrente,Premium,48.9,12,4,0,0,17,18.0,Mobile,Filmes,2.0,2.5,
4565,1,25,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,8,9,0,1,1,24.1,Tablet,Filmes,1.0,2.5,2.0
4566,0,33,Masculino,Sul,Mensal,Boleto,Padrão,44.9,13,11,0,4,16,8.7,Mobile,Esportes,4.0,3.0,
4567,0,41,Feminino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,12,5,0,2,13,31.7,TV,Novelas,,4.5,4.5
4568,0,32,Feminino,Sul,Anual,Crédito Recorrente,Básico,18.9,0,15,0,5,29,32.0,TV,Novelas,3.5,4.0,4.5
4569,0,40,Feminino,Sul,Mensal,Pix,Padrão,44.9,10,2,0,0,42,25.0,Mobile,Filmes,3.5,,
4570,0,29,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,15,4,0,5,78,40.3,TV,Séries,4.0,3.0,2.5
4571,0,55,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,1,4,0,1,10,41.1,Desktop,Filmes,3.5,4.0,
4572,0,35,Masculino,Nordeste,Mensal,Débito Automático,Básico,20.9,16,2,0,0,11,45.5,Mobile,Documentários,,3.0,3.5
4573,0,35,,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,0,7,1,0,27,40.0,Mobile,Séries,4.5,4.0,
4574,1,35,,Centro-Oeste,Mensal,Pix,Padrão,44.9,15,3,0,5,1,36.6,Mobile,Filmes,,1.5,
4575,0,44,,Sudeste,Mensal,Débito Automático,Básico,20.9,32,5,0,1,15,20.2,TV,Filmes,2.0,4.5,
4576,0,34,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,5,6,0,1,69,45.6,Mobile,Filmes,4.0,4.5,2.5
4577,0,22,Feminino,Sul,Mensal,Pix,Premium,59.9,23,3,0,1,33,51.6,Mobile,Documentários,,5.0,
4578,0,79,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,13,4,0,0,5,11.4,TV,Esportes,4.0,3.0,4.0
4579,1,27,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,44.9,0,25,0,0,35,27.9,Mobile,Esportes,4.5,2.5,4.0
4580,0,31,Masculino,Centro-Oeste,Mensal,Débito,Premium,59.9,11,11,0,0,11,15.9,Desktop,Séries,,3.0,3.5
4581,1,40,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,1,9,0,0,2,14.0,TV,Infantil,,4.5,
4582,1,29,Feminino,Sudeste,Mensal,Pix,Padrão,44.9,14,4,0,12,18,38.3,Tablet,Séries,4.5,3.5,4.0
4583,0,30,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,16,2,0,2,47,29.4,Mobile,Infantil,3.5,3.0,4.5
4584,0,29,Masculino,Sudeste,Mensal,Cartão de Crédito,Premium,59.9,25,9,0,1,5,17.9,Desktop,Novelas,2.0,4.5,4.0
4585,0,44,Feminino,Sul,Anual,Crédito Recorrente,Padrão,38.9,27,10,0,2,5,24.8,Tablet,Infantil,2.5,4.5,4.0
4586,0,28,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,1,7,0,0,21,9.4,Mobile,Filmes,3.5,,3.5
4587,0,46,Masculino,Nordeste,Mensal,Débito,Padrão,44.9,4,7,0,0,50,24.6,TV,Documentários,3.0,,4.0
4588,0,35,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,18.9,12,3,0,0,43,20.4,TV,Infantil,4.5,4.0,
4589,0,45,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,44.9,1,8,0,1,28,31.7,TV,Filmes,,4.0,4.5
4590,1,33,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,20.9,24,6,0,0,5,14.4,Mobile,Novelas,,2.5,5.0
4591,1,76,Feminino,Norte,Mensal,Cartão de Crédito,Básico,20.9,9,8,1,1,22,25.1,TV,Esportes,1.5,3.0,
4592,1,31,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,21,7,0,0,2,6.5,TV,Filmes,,,
4593,0,44,Masculino,Sul,Mensal,Crédito Recorrente,Padrão,44.9,31,6,0,0,3,22.4,Desktop,Esportes,5.0,2.0,3.0
4594,0,25,Masculino,Centro-Oeste,Mensal,Pix,Premium,59.9,0,6,0,1,15,6.2,Mobile,Esportes,2.5,,
4595,0,26,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,20.9,32,12,1,2,2,8.3,TV,Documentários,4.0,1.5,
4596,0,47,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,6,6,0,0,4,27.6,TV,Séries,3.5,2.0,2.0
4597,1,31,Masculino,Nordeste,Mensal,Pix,Básico,20.9,0,3,0,6,5,17.3,Mobile,Documentários,4.5,,3.5
4598,0,71,Masculino,Norte,Mensal,Pix,Padrão,44.9,1,8,1,1,14,28.4,TV,Séries,4.5,2.5,3.5
4599,0,46,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,15,12,0,0,25,42.5,Mobile,Filmes,,4.0,4.0
4600,0,43,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,11,4,0,2,8,30.6,TV,Séries,3.5,4.0,2.0
4601,0,33,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,44.9,10,12,0,1,43,18.0,Tablet,Esportes,4.0,,
4602,1,22,,Sudeste,Mensal,Pix,Básico,20.9,9,7,0,0,7,18.4,Mobile,Séries,3.5,5.0,
4603,0,36,Masculino,Norte,Mensal,Crédito Recorrente,Premium,59.9,6,5,0,2,24,22.0,Tablet,Esportes,3.5,,
4604,0,27,Feminino,Sudeste,Mensal,Pix,Premium,59.9,21,1,0,1,23,51.8,TV,Documentários,,,
4605,0,40,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,2,12,1,1,2,23.0,Tablet,Esportes,,,3.0
4606,1,39,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,44.9,10,11,0,0,35,21.1,TV,Séries,5.0,4.0,1.5
4607,0,45,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,44.9,4,18,0,1,23,15.3,Tablet,Filmes,2.5,3.5,
4608,0,33,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,48.9,28,8,0,1,16,13.2,TV,Esportes,3.5,,
4609,0,27,Feminino,Sudeste,Mensal,Débito,Premium,59.9,2,2,1,0,53,28.9,Mobile,Novelas,,2.0,4.0
4610,0,42,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Premium,59.9,12,8,0,0,37,32.0,Mobile,Esportes,,3.5,
4611,0,38,,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,2,6,0,0,26,15.1,Mobile,Documentários,3.5,4.0,4.5
4612,0,31,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,20.9,1,4,0,7,29,18.8,Mobile,Filmes,3.5,3.0,2.0
4613,0,36,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,18.9,1,3,0,1,48,54.9,Mobile,Séries,3.0,3.5,3.5
4614,0,33,Feminino,Norte,Mensal,Débito,Premium,59.9,4,2,0,0,37,30.7,TV,Novelas,3.5,4.0,4.0
4615,1,43,Feminino,Norte,Mensal,Boleto,Básico,20.9,13,12,0,1,45,32.4,Mobile,Novelas,4.0,4.0,3.0
4616,0,40,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,16,4,0,2,25,29.8,Mobile,Novelas,2.0,3.0,4.0
4617,1,34,Masculino,Nordeste,Mensal,Cartão de Crédito,Padrão,44.9,1,4,0,5,3,26.9,TV,Filmes,,4.0,
4618,0,49,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,2,6,0,0,26,33.2,Mobile,Séries,2.0,4.5,
4619,0,31,Prefiro Não Informar,Nordeste,Mensal,Débito Automático,Premium,59.9,12,2,0,0,21,25.0,Desktop,Documentários,3.5,4.5,
4620,1,49,,Sul,Mensal,Boleto,Premium,59.9,23,9,0,3,26,16.7,TV,Filmes,4.0,,
4621,1,35,Masculino,Norte,Mensal,Crédito Recorrente,Básico,20.9,18,9,0,9,16,31.2,TV,Infantil,3.0,4.0,4.5
4622,0,33,Masculino,Sudeste,Mensal,Crédito Recorrente,Premium,59.9,2,3,0,0,55,24.9,TV,Filmes,1.5,4.5,
4623,0,31,Masculino,Sul,Mensal,Cartão de Crédito,Premium,59.9,0,1,1,2,37,39.5,TV,Infantil,4.5,4.0,
4624,1,29,Feminino,Norte,Mensal,Cartão de Crédito,Padrão,44.9,6,5,0,0,56,38.7,TV,Filmes,4.0,4.5,
4625,0,41,Masculino,Sul,Mensal,Débito,Premium,59.9,25,2,0,0,23,28.2,TV,Documentários,4.0,3.5,
4626,0,81,Masculino,Sul,Mensal,Débito Automático,Premium,59.9,0,6,0,1,42,28.2,Tablet,Esportes,,3.0,
4627,1,43,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,38.9,28,27,0,2,14,22.0,Desktop,Documentários,2.0,,
4628,1,36,Masculino,Centro-Oeste,Mensal,Pix,Básico,20.9,34,11,0,0,32,43.5,Mobile,Novelas,5.0,4.0,
4629,0,32,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,38.9,14,2,0,12,48,32.9,Mobile,Documentários,2.5,5.0,2.5
4630,0,54,Masculino,Sudeste,Mensal,Pix,Padrão,44.9,0,4,0,0,48,34.1,Tablet,Esportes,,3.0,3.5
4631,0,31,Feminino,Sul,Anual,Crédito Recorrente,Padrão,38.9,33,10,0,0,16,21.9,Mobile,Filmes,3.5,4.0,
4632,0,78,Feminino,Nordeste,Mensal,Cartão de Crédito,Premium,59.9,16,11,0,6,12,28.3,Desktop,Filmes,3.0,3.5,3.0
4633,0,38,,Sul,Mensal,Cartão de Crédito,Padrão,44.9,2,5,0,2,32,25.2,TV,Infantil,4.5,4.5,3.0
4634,1,23,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,20.9,7,8,0,1,34,21.4,Tablet,Séries,3.5,2.0,4.5
4635,0,45,Masculino,Nordeste,Mensal,Boleto,Premium,59.9,7,15,0,0,5,5.0,TV,Documentários,,,
4636,0,74,Masculino,Sul,Anual,Crédito Recorrente,Premium,48.9,0,7,0,30,13,25.3,TV,Séries,4.0,2.5,
4637,1,47,Feminino,Sul,Anual,Crédito Recorrente,Padrão,38.9,13,7,0,1,23,5.0,Desktop,Séries,,,3.0
4638,1,43,Feminino,Centro-Oeste,Mensal,Pix,Básico,20.9,0,8,0,14,0,24.4,Mobile,Séries,1.0,,
4639,0,34,,Sudeste,Anual,Crédito Recorrente,Premium,48.9,13,5,0,4,5,30.9,Desktop,Infantil,3.0,,
