cliente_id,idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal,churn
CLI01758,21,60,Básico,19.90,73,30,2,3.7,Boleto,Mobile,0
CLI01759,34,15,Premium,39.90,91,105,9,4.4,,TV,1
CLI01760,34,12,PREMIUM,39.90,33,157,0,4.1,Boleto,Desktop,0
CLI01761,38,48,Padrão,29.90,97,137,8,2.7,Boleto,Tablet,0
CLI01762,19,9,Básico,19.90,44,77,0,0.0,Débito,mobile,0
CLI01763,30,41,basico,19.90,68,36,6,0.1,Credito,mobile,1
CLI01764,48,46,Premium,39.90,86,50,4,3.6,PIX,tv,0
CLI01765,,39,basico,19.90,26,140,1,3.0,,mobile,0
CLI01766,36,33,basico,19.90,78,63,1,3.0,PIX,TV,0
CLI01767,25,29,Padrão,29.90,66,70,2,4.0,Débito,Tablet,0
CLI01768,38,14,Básico,19.90,14,62,2,2.9,Credito,Tablet,0
CLI01769,68,20,Premium,39.90,4,92,9,3.6,Débito,mobile,1
CLI01770,47,10,Padrão,29.90,86,97,2,2.1,Débito,mobile,0
CLI01771,24,46,basico,19.90,18,70,6,4.9,PIX,Tablet,1
CLI01772,40,47,Básico,19.90,80,13,7,3.1,Boleto,mobile,0
CLI01773,26,53,Básico,19.90,53,98,1,2.0,,Mobile,0
CLI01774,21,60,basico,19.90,71,158,0,3.9,Credito,Mobile,1
CLI01775,67,21,Básico,19.90,13,10,8,3.0,Boleto,Desktop,1
CLI01776,45,4,PREMIUM,39.90,32,11,4,1.5,"Cartão de Crédito",tv,1
CLI01777,62,1,Premium,39.90,59,135,5,1.6,"Cartão de Crédito",mobile,1
CLI01778,62,45,basico,19.90,16,152,9,2.7,PIX,Tablet,1
CLI01779,39,27,basico,19.90,69,86,6,4.4,Débito,Mobile,0
CLI01780,39,46,Básico,19.90,38,125,7,4.9,Boleto,Desktop,0
CLI01781,55,35,PREMIUM,39.90,96,151,4,3.7,,TV,0
CLI01782,24,50,basico,19.90,32,42,7,1.4,Credito,Mobile,1
CLI01783,39,19,Padrão,29.90,30,36,3,2.9,Boleto,Mobile,0
CLI01784,50,45,PREMIUM,39.90,90,132,8,3.1,PIX,Mobile,0
CLI01785,51,5,Padrão,29.90,55,65,0,4.3,Boleto,tv,1
CLI01786,75,57,Premium,39.90,56,25,7,2.4,"Cartão de Crédito",Desktop,0
CLI01787,76,18,Padrão,29.90,41,123,1,2.5,"Cartão de Crédito",Tablet,0
CLI01788,62,38,Básico,19.90,48,118,7,0.5,Credito,Tablet,0
CLI01789,50,37,Padrão,29.90,0,77,6,0.4,,mobile,0
CLI01790,58,30,PREMIUM,39.90,72,27,3,1.1,Débito,TV,0
CLI01791,77,8,Padrão,29.90,59,11,5,1.6,"Cartão de Crédito",Mobile,0
CLI01792,28,51,Premium,39.90,29,27,6,3.6,,Tablet,1
CLI01793,70,25,Básico,19.90,89,86,3,0.2,"Cartão de Crédito",TV,0
CLI01794,21,30,Básico,19.90,0,78,2,0.1,,mobile,0
CLI01795,51,56,PREMIUM,39.90,93,133,0,0.8,,tv,1
CLI01796,75,46,Premium,39.90,71,113,5,0.8,Débito,Mobile,0
CLI01797,47,8,Básico,19.90,26,50,6,2.2,PIX,tv,1
CLI01798,27,12,Padrão,29.90,79,57,5,4.3,,TV,1
CLI01799,44,3,Padrão,29.90,87,117,0,2.7,,tv,0
CLI01800,66,51,basico,19.90,96,74,3,1.7,Credito,mobile,0
CLI01801,38,45,Básico,19.90,94,122,7,3.7,Débito,Tablet,1
CLI01802,36,17,Padrão,29.90,21,43,4,2.9,"Cartão de Crédito",Tablet,0
CLI01803,40,35,basico,19.90,48,168,6,0.1,PIX,Mobile,0
CLI01804,35,40,Básico,19.90,11,26,0,3.5,Credito,TV,1
CLI01805,60,30,basico,19.90,75,41,8,4.2,PIX,Desktop,1
CLI01806,48,33,basico,19.90,71,13,7,0.4,,TV,1
CLI01807,42,48,Padrão,29.90,48,130,9,0.0,PIX,TV,0
CLI01808,77,18,basico,19.90,2,97,6,2.4,"Cartão de Crédito",TV,1
CLI01809,48,59,Padrão,29.90,11,112,6,4.2,,Tablet,1
CLI01810,42,49,PREMIUM,39.90,93,67,5,2.3,Credito,Desktop,0
CLI01811,43,60,Premium,39.90,57,177,4,2.5,"Cartão de Crédito",TV,1
CLI01812,21,52,basico,19.90,18,90,9,0.2,PIX,Tablet,1
CLI01813,57,34,Padrão,29.90,89,102,3,4.3,Débito,Mobile,0
CLI01814,73,33,Padrão,29.90,33,28,9,0.6,Credito,Tablet,0
CLI01815,32,46,Premium,39.90,64,71,2,2.7,Débito,Desktop,0
CLI01816,46,15,Padrão,29.90,68,141,4,2.0,Credito,mobile,1
CLI01817,39,28,Básico,19.90,7,131,4,3.1,PIX,Desktop,0
CLI01818,70,54,basico,19.90,65,110,7,2.4,,Desktop,0
CLI01819,24,52,PREMIUM,39.90,72,45,1,0.1,Boleto,mobile,0
CLI01820,55,47,basico,19.90,71,142,1,2.3,,mobile,0
CLI01821,31,51,PREMIUM,39.90,25,173,6,4.6,Boleto,tv,1
CLI01822,58,45,Premium,39.90,47,186,7,2.9,Débito,tv,1
CLI01823,60,41,Padrão,29.90,52,117,2,2.4,Boleto,Mobile,1
CLI01824,75,16,PREMIUM,39.90,16,147,5,1.2,PIX,Desktop,1
CLI01825,69,20,Básico,19.90,39,147,7,1.7,Credito,tv,0
CLI01826,69,11,Padrão,29.90,57,140,6,4.1,Débito,TV,0
CLI01827,35,47,basico,19.90,84,174,9,4.0,Débito,mobile,1
CLI01828,27,45,Premium,39.90,30,101,8,2.1,Boleto,Desktop,1
CLI01829,41,42,Padrão,29.90,30,59,2,0.1,Débito,Mobile,1
CLI01830,23,46,basico,19.90,75,135,7,2.4,Credito,TV,1
CLI01831,41,53,PREMIUM,39.90,73,131,9,1.0,,tv,0
CLI01832,51,56,Básico,19.90,92,123,4,0.2,Credito,tv,1
CLI01833,67,32,Básico,19.90,43,105,5,1.3,,Mobile,0
CLI01834,44,11,Padrão,29.90,6,80,2,2.6,Boleto,TV,0
CLI01835,59,14,Padrão,29.90,67,61,2,0.7,"Cartão de Crédito",Mobile,1
CLI01836,60,38,Padrão,29.90,92,169,7,0.8,Credito,tv,1
CLI01837,23,48,basico,19.90,27,60,8,3.7,Boleto,mobile,0
CLI01838,22,38,PREMIUM,39.90,69,151,5,0.5,Boleto,mobile,0
CLI01839,51,43,Básico,19.90,18,141,1,3.7,Boleto,tv,0
CLI01840,51,17,Básico,19.90,99,27,3,0.8,Credito,Desktop,1
CLI01841,46,19,Premium,39.90,15,20,7,1.5,Boleto,Desktop,1
CLI01842,77,10,Premium,39.90,87,168,2,2.0,PIX,Desktop,0
CLI01843,65,56,Padrão,29.90,7,21,9,4.4,"Cartão de Crédito",tv,1
CLI01844,75,36,basico,19.90,48,132,3,4.6,PIX,tv,0
CLI01845,52,21,Premium,39.90,61,91,4,3.2,Débito,Desktop,1
CLI01846,68,18,Básico,19.90,74,18,2,4.1,"Cartão de Crédito",TV,0
CLI01847,73,21,PREMIUM,39.90,62,153,6,3.8,Débito,tv,0
CLI01848,54,36,Premium,39.90,33,154,9,2.9,Boleto,mobile,1
CLI01849,27,7,Básico,19.90,80,114,5,1.8,,TV,0
CLI01850,26,21,Básico,19.90,44,60,6,0.9,Credito,Desktop,0
CLI01851,20,9,Premium,39.90,96,15,3,0.8,PIX,TV,1
CLI01852,68,17,basico,,6,106,7,3.3,PIX,mobile,0
CLI01853,64,32,PREMIUM,39.90,60,95,5,2.3,Credito,Desktop,0
CLI01854,30,16,Premium,39.90,14,51,2,2.1,Credito,Desktop,0
CLI01855,50,34,Básico,19.90,65,171,8,0.6,Boleto,Mobile,0
CLI01856,38,37,PREMIUM,39.90,93,39,4,3.1,PIX,Desktop,0
CLI01857,27,1,Padrão,29.90,32,27,6,4.5,"Cartão de Crédito",Desktop,1
CLI01858,20,38,Padrão,29.90,56,99,9,3.1,Boleto,Mobile,1
CLI01859,51,33,Padrão,29.90,42,166,1,1.2,Boleto,Tablet,0
CLI01860,27,1,PREMIUM,39.90,4,111,9,4.2,Débito,Tablet,1
CLI01861,40,10,basico,19.90,80,77,9,2.6,Débito,TV,1
CLI01862,60,57,Básico,19.90,73,141,6,1.4,Credito,Tablet,1
CLI01863,20,58,basico,19.90,61,158,3,4.5,Boleto,TV,0
CLI01864,55,8,Premium,39.90,75,51,5,1.9,Débito,mobile,1
CLI01865,55,5,Premium,39.90,90,176,2,2.1,PIX,Mobile,1
CLI01866,67,23,PREMIUM,39.90,4,93,7,0.9,PIX,TV,1
CLI01867,53,32,PREMIUM,39.90,55,118,6,1.3,PIX,tv,1
CLI01868,39,18,Padrão,29.90,31,160,9,4.5,Débito,TV,0
CLI01869,26,28,PREMIUM,39.90,2,182,1,0.8,"Cartão de Crédito",TV,1
CLI01870,27,59,Básico,19.90,99,73,8,3.3,Boleto,mobile,1
CLI01871,41,40,basico,19.90,21,58,5,4.9,Boleto,Desktop,0
CLI01872,68,37,Padrão,29.90,37,149,8,3.4,PIX,Mobile,0
CLI01873,18,21,Padrão,29.90,54,49,5,1.7,Boleto,Tablet,1
CLI01874,27,12,Padrão,29.90,33,160,1,0.3,Credito,Desktop,0
CLI01875,62,56,basico,19.90,47,87,0,2.0,Credito,mobile,0
CLI01876,74,39,basico,19.90,93,140,3,4.3,"Cartão de Crédito",Tablet,0
CLI01877,55,10,basico,19.90,87,29,5,4.8,PIX,Tablet,1
CLI01878,68,44,Básico,19.90,16,149,4,2.1,"Cartão de Crédito",TV,0
CLI01879,20,8,Padrão,29.90,33,110,1,3.2,,Mobile,0
CLI01880,68,60,PREMIUM,39.90,47,14,2,3.8,"Cartão de Crédito",TV,0
CLI01881,75,59,Padrão,29.90,81,13,4,0.8,"Cartão de Crédito",Tablet,0
CLI01882,18,27,basico,19.90,40,40,2,4.4,Credito,mobile,0
CLI01883,66,13,Básico,19.90,53,105,7,0.8,,tv,1
CLI01884,66,56,basico,19.90,11,149,0,2.9,Débito,Mobile,0
CLI01885,53,31,basico,19.90,47,157,6,2.4,Débito,Mobile,1
CLI01886,69,10,Premium,39.90,33,19,7,4.1,Boleto,Mobile,1
CLI01887,53,52,Básico,19.90,46,176,5,0.7,PIX,TV,0
CLI01888,48,39,Premium,39.90,59,140,3,3.0,Boleto,mobile,0
CLI01889,75,14,Padrão,29.90,36,135,4,4.5,PIX,Desktop,0
CLI01890,25,60,basico,19.90,1,127,9,1.0,Débito,Desktop,1
CLI01891,,11,Básico,19.90,19,166,1,1.7,"Cartão de Crédito",Tablet,0
CLI01892,74,37,Padrão,29.90,4,160,6,2.7,Débito,mobile,0
CLI01893,54,55,basico,19.90,74,140,5,3.5,Débito,TV,1
CLI01894,46,59,Básico,19.90,13,150,5,3.6,,Mobile,0
CLI01895,75,NaN,Básico,,31,186,5,2.6,"Cartão de Crédito",mobile,1
CLI01896,55,20,PREMIUM,39.90,56,26,0,1.3,Débito,tv,0
CLI01897,40,38,Padrão,29.90,36,189,5,0.3,Boleto,Desktop,0
CLI01898,73,24,Padrão,29.90,38,174,1,4.7,,TV,0
CLI01899,21,40,Básico,19.90,17,119,7,0.8,PIX,Mobile,1
CLI01900,72,36,Premium,39.90,25,170,9,4.6,Boleto,TV,0
CLI01901,57,31,Padrão,29.90,39,174,3,1.8,Credito,mobile,0
CLI01902,74,50,Básico,19.90,93,146,6,2.2,Boleto,tv,1
CLI01903,53,21,PREMIUM,39.90,4,15,4,3.4,,Tablet,0
CLI01904,74,25,Padrão,,59,76,3,2.8,PIX,TV,0
CLI01905,23,12,Padrão,29.90,95,108,3,2.5,Débito,tv,0
CLI01906,18,26,Básico,19.90,49,155,4,3.2,"Cartão de Crédito",tv,0
CLI01907,65,29,Básico,19.90,83,57,7,3.6,,Mobile,0
CLI01908,55,51,Básico,19.90,5,69,1,2.6,Débito,Desktop,1
CLI01909,64,24,basico,19.90,76,121,7,1.8,Credito,mobile,1
CLI01910,73,48,PREMIUM,39.90,98,28,2,4.5,,Tablet,0
CLI01911,43,9,Padrão,29.90,19,168,4,3.9,PIX,TV,1
CLI01912,18,56,Básico,19.90,61,36,9,2.6,,Tablet,0
CLI01913,52,30,basico,19.90,19,138,6,1.5,Credito,Mobile,1
CLI01914,47,4,Premium,39.90,72,14,4,1.9,,Mobile,1
CLI01915,25,37,Padrão,29.90,37,103,5,3.3,Boleto,mobile,0
CLI01916,68,32,basico,19.90,40,105,0,0.7,Boleto,mobile,0
CLI01917,53,33,Padrão,29.90,87,110,8,2.1,Débito,tv,1
CLI01918,27,43,Premium,39.90,66,142,7,0.0,Boleto,Desktop,0
CLI01919,35,52,Básico,19.90,94,61,0,2.4,"Cartão de Crédito",Mobile,0
CLI01920,58,48,Premium,39.90,32,88,5,2.1,Boleto,Desktop,0
CLI01921,54,42,PREMIUM,39.90,22,33,4,1.0,,mobile,1
CLI01922,58,7,Básico,19.90,37,123,9,2.2,,TV,0
CLI01923,33,48,PREMIUM,39.90,28,110,5,2.2,Boleto,tv,0
CLI01924,37,25,Básico,19.90,73,133,6,3.8,"Cartão de Crédito",TV,1
CLI01925,34,38,Padrão,29.90,7,168,5,4.7,Boleto,Mobile,0
CLI01926,70,52,Básico,19.90,88,180,6,0.1,"Cartão de Crédito",Tablet,1
CLI01927,21,12,PREMIUM,39.90,99,135,3,2.7,Credito,Mobile,0
CLI01928,26,4,PREMIUM,39.90,91,105,1,2.6,Débito,mobile,1
CLI01929,70,56,Básico,19.90,58,152,0,3.1,"Cartão de Crédito",mobile,1
CLI01930,72,53,PREMIUM,39.90,77,47,5,1.5,Boleto,mobile,1
CLI01931,39,54,PREMIUM,39.90,33,62,8,0.0,Credito,mobile,1
CLI01932,45,60,basico,19.90,49,74,2,3.5,,tv,0
CLI01933,19,27,PREMIUM,39.90,43,80,6,4.7,"Cartão de Crédito",Desktop,1
CLI01934,34,59,Básico,19.90,58,93,6,2.8,"Cartão de Crédito",Desktop,0
CLI01935,68,22,Básico,19.90,16,68,3,3.0,Credito,Mobile,1
CLI01936,60,9,Padrão,29.90,23,68,1,4.5,Boleto,tv,0
CLI01937,46,43,Básico,19.90,95,129,5,0.4,"Cartão de Crédito",Mobile,1
CLI01938,33,28,Premium,39.90,79,83,9,1.8,Boleto,tv,1
CLI01939,57,1,basico,19.90,36,39,3,4.4,"Cartão de Crédito",Tablet,1
CLI01940,72,24,Premium,39.90,32,126,5,0.1,Boleto,Desktop,0
CLI01941,27,45,Básico,19.90,26,117,1,0.1,"Cartão de Crédito",Mobile,0
CLI01942,24,21,Básico,19.90,88,149,2,3.7,Credito,Desktop,0
CLI01943,43,4,basico,19.90,91,72,4,2.8,"Cartão de Crédito",Mobile,1
CLI01944,66,25,basico,19.90,31,188,6,3.9,PIX,tv,0
CLI01945,31,23,Padrão,29.90,49,167,0,2.4,"Cartão de Crédito",Mobile,0
CLI01946,58,20,PREMIUM,39.90,3,27,0,2.4,Credito,mobile,1
CLI01947,47,22,PREMIUM,39.90,53,64,1,0.5,Débito,Tablet,0
CLI01948,29,52,PREMIUM,39.90,54,17,6,4.2,,tv,1
CLI01949,55,36,Padrão,29.90,83,52,9,0.1,Credito,tv,1
CLI01950,20,1,Básico,19.90,89,79,7,4.7,PIX,Mobile,1
CLI01951,29,7,PREMIUM,39.90,56,149,5,3.9,,tv,1
CLI01952,37,48,Básico,19.90,47,19,5,3.3,Débito,TV,1
CLI01953,52,49,basico,19.90,34,49,5,4.3,"Cartão de Crédito",Tablet,0
CLI01954,77,46,PREMIUM,39.90,98,51,9,4.9,,Desktop,1
CLI01955,28,53,Padrão,29.90,49,117,6,2.3,PIX,Tablet,1
CLI01956,61,2,Básico,19.90,27,20,8,1.5,PIX,tv,1
CLI01957,35,14,Básico,19.90,32,46,9,2.0,PIX,TV,1
CLI01958,29,46,basico,19.90,43,149,6,1.8,,TV,1
CLI01959,39,36,Premium,39.90,2,122,7,3.0,Débito,Tablet,1
CLI01960,53,41,Básico,19.90,71,168,7,4.1,Débito,Mobile,0
CLI01961,76,32,Premium,39.90,75,44,5,3.4,"Cartão de Crédito",Tablet,0
CLI01962,35,7,PREMIUM,39.90,50,139,0,3.2,Boleto,tv,0
CLI01963,42,25,Padrão,29.90,99,128,5,3.7,PIX,Mobile,0
CLI01964,66,50,Premium,39.90,90,177,5,4.2,,tv,0
CLI01965,65,19,Padrão,29.90,27,117,5,0.9,Credito,Mobile,0
CLI01966,23,1,Premium,39.90,66,24,2,0.3,PIX,mobile,1
CLI01967,21,49,basico,19.90,40,125,4,2.9,Boleto,Mobile,0
CLI01968,27,19,PREMIUM,39.90,89,158,9,1.9,Débito,Desktop,1
CLI01969,41,36,basico,19.90,27,47,4,1.1,,mobile,1
CLI01970,51,27,Padrão,29.90,80,118,2,3.4,PIX,tv,0
CLI01971,59,15,PREMIUM,39.90,71,184,6,1.5,Credito,tv,0
CLI01972,51,4,PREMIUM,39.90,70,147,3,1.6,Boleto,Desktop,1
CLI01973,22,18,PREMIUM,39.90,18,86,5,3.2,,Desktop,1
CLI01974,36,28,Premium,39.90,45,50,9,2.6,Débito,tv,0
CLI01975,45,29,basico,19.90,41,161,8,0.5,Débito,mobile,0
CLI01976,77,28,PREMIUM,39.90,50,156,8,3.1,PIX,mobile,0
CLI01977,52,25,PREMIUM,39.90,76,154,0,3.0,Boleto,tv,0
CLI01978,70,42,PREMIUM,39.90,28,187,2,2.9,Débito,mobile,1
CLI01979,22,12,Básico,19.90,23,142,,1.3,Boleto,Tablet,0
CLI01980,77,41,basico,19.90,33,157,7,0.7,PIX,Desktop,1
CLI01981,49,26,PREMIUM,39.90,32,36,2,1.0,Credito,mobile,0
CLI01982,,23,PREMIUM,39.90,81,114,8,4.7,Boleto,Tablet,0
CLI01983,21,54,basico,19.90,61,80,5,2.3,PIX,Desktop,1
CLI01984,27,22,Premium,39.90,6,90,5,0.5,Débito,Tablet,1
CLI01985,36,46,basico,19.90,77,70,7,2.2,,mobile,0
CLI01986,64,24,Básico,19.90,92,125,7,3.5,Credito,TV,0
CLI01987,73,53,PREMIUM,39.90,29,88,3,1.6,Débito,Desktop,0
CLI01988,70,10,Premium,39.90,86,173,3,3.5,Credito,tv,0
CLI01989,20,8,Básico,19.90,68,107,8,0.0,Boleto,TV,1
CLI01990,33,42,basico,19.90,86,164,0,2.6,,Tablet,0
CLI01991,36,22,Básico,19.90,0,20,6,1.5,PIX,Tablet,1
CLI01992,22,34,Básico,19.90,20,158,8,3.8,,Mobile,1
CLI01993,52,50,Premium,39.90,0,177,1,4.2,Débito,Mobile,0
CLI01994,45,44,basico,19.90,28,50,9,1.5,Boleto,Mobile,1
CLI01995,32,33,Básico,19.90,70,114,3,3.4,PIX,Tablet,0
CLI01996,72,54,Premium,39.90,36,19,8,4.7,Credito,Desktop,1
CLI01997,48,29,Padrão,29.90,44,158,0,3.5,,mobile,0
CLI01998,37,8,Padrão,29.90,71,142,6,3.4,Débito,tv,1
CLI01999,21,7,PREMIUM,39.90,99,161,0,4.8,Boleto,Desktop,0
CLI02000,33,21,Padrão,29.90,26,120,2,4.7,Débito,TV,1
CLI02001,64,31,basico,19.90,76,51,6,4.0,Boleto,tv,1
CLI02002,77,14,Básico,19.90,29,12,9,1.0,Boleto,Mobile,1
CLI02003,73,19,PREMIUM,39.90,29,18,0,3.7,Boleto,tv,0
CLI02004,26,9,Padrão,29.90,58,39,9,4.9,,Tablet,0
CLI02005,62,33,Premium,39.90,73,104,8,0.9,Débito,TV,0
CLI02006,70,21,PREMIUM,39.90,78,149,3,2.7,Boleto,Mobile,0
CLI02007,19,26,basico,19.90,12,47,6,4.5,,Tablet,0
CLI02008,18,26,Básico,19.90,31,38,4,2.4,,tv,1
CLI02009,75,24,Básico,19.90,35,98,3,3.8,,Tablet,1
CLI02010,63,11,basico,19.90,3,168,7,0.0,Débito,Desktop,0
CLI02011,52,31,basico,19.90,93,119,1,2.0,Débito,Tablet,0
CLI02012,43,51,basico,19.90,78,172,4,0.1,Débito,TV,0
CLI02013,58,44,Padrão,29.90,81,48,2,2.5,Credito,Desktop,0
CLI02014,74,6,Básico,19.90,70,146,9,1.3,Boleto,Mobile,1
CLI02015,54,44,Padrão,29.90,97,48,7,3.7,,tv,1
CLI02016,20,24,Básico,19.90,91,12,2,3.2,Débito,Tablet,1
CLI02017,41,36,Premium,39.90,0,170,3,2.0,PIX,Tablet,0
CLI02018,60,6,Básico,19.90,15,143,1,1.2,Débito,mobile,1
CLI02019,44,30,PREMIUM,39.90,90,96,7,3.4,Débito,Tablet,0
CLI02020,57,32,PREMIUM,39.90,35,81,1,2.6,Débito,TV,1
CLI02021,27,25,Básico,19.90,53,24,5,0.1,Credito,Mobile,1
CLI02022,20,35,Padrão,29.90,73,101,6,0.2,"Cartão de Crédito",TV,1
CLI02023,74,57,Premium,39.90,24,130,6,2.6,Débito,Mobile,1
CLI02024,67,41,Padrão,29.90,37,113,5,5.0,,mobile,0
CLI02025,44,11,Padrão,29.90,8,137,6,4.1,Débito,Mobile,1
CLI02026,70,37,Básico,19.90,22,158,5,3.1,"Cartão de Crédito",tv,0
CLI02027,51,29,PREMIUM,39.90,86,72,1,2.6,"Cartão de Crédito",Tablet,0
CLI02028,62,32,basico,19.90,55,130,1,0.8,PIX,Tablet,0
CLI02029,65,14,Básico,19.90,1,116,8,2.9,Credito,Mobile,0
CLI02030,23,35,Básico,19.90,60,55,3,2.9,Boleto,mobile,0
CLI02031,66,29,basico,19.90,90,77,1,4.2,Débito,Mobile,0
CLI02032,36,7,Padrão,29.90,7,122,0,1.8,PIX,Mobile,0
CLI02033,69,16,PREMIUM,39.90,40,117,5,0.5,,Mobile,1
CLI02034,76,32,Premium,39.90,99,69,3,3.9,"Cartão de Crédito",Desktop,0
CLI02035,51,59,Premium,39.90,27,112,6,1.1,,Mobile,1
CLI02036,59,NaN,basico,19.90,0,86,,1.2,,Tablet,0
CLI02037,43,54,Padrão,29.90,38,177,6,4.5,Boleto,TV,1
CLI02038,72,7,basico,19.90,82,40,2,2.5,PIX,mobile,0
CLI02039,63,7,Premium,39.90,61,162,9,0.5,"Cartão de Crédito",Tablet,1
CLI02040,62,8,Padrão,29.90,15,45,7,1.1,,tv,0
CLI02041,75,16,Básico,19.90,78,167,0,2.8,Credito,Mobile,1
CLI02042,20,55,PREMIUM,39.90,65,178,6,4.7,PIX,Tablet,0
CLI02043,23,41,Premium,39.90,18,15,7,2.7,,Mobile,1
CLI02044,30,44,Padrão,29.90,44,101,0,4.7,,Mobile,0
CLI02045,51,50,basico,19.90,94,168,1,2.0,Débito,Tablet,0
CLI02046,67,13,PREMIUM,39.90,90,170,7,4.1,Boleto,Desktop,0
CLI02047,21,51,Padrão,29.90,27,156,9,3.1,Credito,Tablet,1
CLI02048,70,43,Básico,19.90,66,136,8,0.3,PIX,Mobile,0
CLI02049,27,55,Premium,39.90,93,117,2,1.6,Credito,mobile,0
CLI02050,23,52,basico,19.90,18,148,3,2.1,Boleto,tv,0
CLI02051,30,37,basico,19.90,45,101,9,1.6,Boleto,tv,1
CLI02052,29,55,PREMIUM,39.90,34,51,8,2.9,"Cartão de Crédito",TV,0
CLI02053,62,56,basico,19.90,98,91,6,3.5,,Desktop,1
CLI02054,38,27,Padrão,29.90,79,74,2,1.9,"Cartão de Crédito",tv,0
CLI02055,48,32,PREMIUM,39.90,20,88,3,2.0,Credito,mobile,0
CLI02056,58,52,basico,19.90,47,43,0,0.2,PIX,tv,0
CLI02057,38,56,Básico,19.90,50,86,3,4.3,Boleto,Tablet,0
CLI02058,63,35,Premium,39.90,41,45,8,1.3,Débito,mobile,1
CLI02059,44,24,Padrão,29.90,66,77,3,1.3,,TV,0
CLI02060,69,60,Básico,19.90,66,172,3,1.3,,Tablet,1
CLI02061,57,11,basico,19.90,40,133,8,3.4,"Cartão de Crédito",Tablet,0
CLI02062,47,31,Premium,39.90,26,88,,3.1,PIX,tv,0
CLI02063,34,47,Premium,39.90,14,125,1,3.0,Credito,tv,0
CLI02064,26,59,Padrão,29.90,85,71,4,0.2,Boleto,Tablet,0
CLI02065,39,43,Premium,39.90,7,173,4,0.5,PIX,tv,1
CLI02066,18,38,Padrão,29.90,24,92,1,4.9,Credito,Mobile,1
CLI02067,62,33,basico,19.90,34,113,4,0.6,Credito,mobile,0
CLI02068,75,57,basico,19.90,87,100,7,4.4,Débito,Tablet,0
CLI02069,39,57,basico,19.90,20,110,4,1.1,"Cartão de Crédito",mobile,0
CLI02070,52,55,Premium,39.90,4,185,3,0.1,,Mobile,1
CLI02071,40,59,Padrão,29.90,21,128,2,4.1,PIX,Mobile,0
CLI02072,35,15,Padrão,29.90,8,53,2,0.1,Boleto,TV,1
CLI02073,59,42,Padrão,29.90,8,160,7,2.9,"Cartão de Crédito",Tablet,0
CLI02074,31,35,Básico,19.90,29,73,7,3.4,"Cartão de Crédito",tv,0
CLI02075,64,34,Premium,39.90,6,171,0,2.3,Credito,mobile,0
CLI02076,31,8,Premium,39.90,68,42,7,3.4,Boleto,tv,0
CLI02077,47,55,Padrão,29.90,18,109,7,1.7,Credito,TV,1
CLI02078,58,42,Padrão,29.90,56,144,8,3.0,Boleto,TV,0
CLI02079,74,38,Padrão,29.90,72,141,4,4.1,PIX,Mobile,1
CLI02080,76,17,basico,19.90,62,108,2,0.6,"Cartão de Crédito",TV,0
CLI02081,62,10,Básico,19.90,31,83,2,1.1,"Cartão de Crédito",Tablet,0
CLI02082,27,23,Padrão,29.90,51,44,7,0.6,Boleto,Mobile,0
CLI02083,64,53,Padrão,29.90,39,26,4,2.8,Credito,TV,0
CLI02084,18,17,Básico,19.90,96,116,2,4.0,Boleto,Mobile,0
CLI02085,67,46,Padrão,29.90,87,97,8,2.9,Débito,Desktop,0
CLI02086,30,29,Premium,39.90,28,188,7,0.7,,Desktop,0
CLI02087,23,18,Básico,,78,35,7,3.1,,Mobile,0
CLI02088,50,31,basico,19.90,89,52,6,3.2,PIX,TV,0
CLI02089,54,16,Premium,39.90,59,25,,0.3,"Cartão de Crédito",Desktop,0
CLI02090,58,17,basico,19.90,30,183,6,2.6,Débito,mobile,0
CLI02091,70,35,PREMIUM,39.90,33,11,6,0.3,Credito,tv,1
CLI02092,51,35,basico,19.90,50,179,6,2.3,Débito,Tablet,1
CLI02093,74,42,Premium,39.90,18,73,6,3.5,PIX,Mobile,0
CLI02094,65,NaN,basico,19.90,47,135,,2.8,"Cartão de Crédito",TV,0
CLI02095,76,55,PREMIUM,39.90,52,145,5,3.2,,TV,0
CLI02096,35,57,PREMIUM,39.90,68,70,8,1.1,Credito,tv,0
CLI02097,24,53,Premium,39.90,58,12,1,0.5,Boleto,Mobile,1
CLI02098,39,41,PREMIUM,39.90,40,104,1,1.4,,mobile,0
CLI02099,23,51,Básico,19.90,55,122,4,2.6,"Cartão de Crédito",tv,0
CLI02100,64,47,Básico,19.90,94,180,1,0.6,,Desktop,1
CLI02101,66,19,Premium,39.90,8,41,7,2.6,,TV,1
CLI02102,49,57,PREMIUM,39.90,29,188,5,2.0,PIX,Mobile,1
CLI02103,49,1,basico,19.90,74,119,9,2.8,,Mobile,1
CLI02104,45,57,Padrão,29.90,16,88,9,0.0,"Cartão de Crédito",Tablet,0
CLI02105,18,42,basico,19.90,93,66,9,0.3,"Cartão de Crédito",Mobile,1
CLI02106,24,42,Premium,39.90,35,121,7,3.5,,Desktop,0
CLI02107,31,14,basico,19.90,63,68,5,2.0,Débito,mobile,0
CLI02108,56,28,Básico,19.90,98,78,0,0.8,Boleto,tv,0
CLI02109,53,57,Premium,39.90,90,155,3,4.8,Débito,tv,0
CLI02110,59,26,Básico,19.90,21,182,8,2.1,Credito,Tablet,1
